dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,lat,lng,precision,onset
1141,1141001,1934,2,-9,Ramon Castilla,"Ramon Castilla, Peru",-4.256945,-69.95944,1,1
1142,1142001,1917,12,5,"Harbin, China","Harbin, China",45.75,126.65,1,1
1143,1143001,1919,12,15,Manchuria,"Harbin, China",45.75,126.65,3,1
1145,1145001,1901,12,-9,Oriente,"Oriente, Peru",-3.373055,-72.03917,1,1
1147,1147001,1910,2,-9,Oriente,"Oriente, Ecuador",-2,-77,3,1
1148,1148001,1912,4,22,Oriente,"Oriente, Ecuador",-2,-77,1,1
1149,1149001,1914,11,-9,Oriente,"Oriente, Ecuador",-2,-77,1,1
1150,1150001,1917,2,-9,Oriente,"Oriente, Ecuador",-2,-77,1,1
1151,1151001,1932,10,8,Zarumilla river,"Zaruma, Ecuador",-3.683333,-79.61667,4,1
1152,1152001,1934,12,-9,Oriente and Zarumilla River,"Zaruma, Ecuador",-3.683333,-79.61667,4,1
1153,1153001,1938,5,-9,"Oriente, Zarumilla River","Zaruma, Ecuador",10.58333,6.8,3,1
1154,1154001,1939,6,1,Zarumilla River and Oriente,"Zaruma, Ecuador",10.58333,6.8,3,1
1155,1155001,1951,8,11,Zamora-Santiago zone,cordillera del condor (EC-PER),-3.51,-78.3175,3,1
1156,1156001,1954,1,24,Rio Putumayo,"r. Putumayo, Colombia",0.7233334,-75.81,4,1
1157,1157001,1955,8,-9,Zamora-Santiago zone,cordillera del condor (EC-PER),-3.51,-78.3175,3,1
1158,1158001,1971,1,11,Pacific Ocean off Ecuador,"Salinas, Ecuador",-3.066667,-80.26667,4,1
1160,1160001,1907,10,-9,Putumayo River basin,"Tumaco, Col",1.795278,-78.78917,4,1
1161,1161001,1911,1,18,"Cagueta, Yapura region","Yapura, Peru",-4.516667,-71.73333,3,1
1162,1162001,1913,4,-9,"Puerto Pizarro, Rio Caqueta","Rio Caqueta, Brazil",-3.133333,-64.76667,4,1
1163,1163001,1902,10,21,Yurua and Purus River regions,"Purus River, Brazil",-3.7,-61.46667,4,1
1164,1164001,1918,8,-9,"Encanto, Peru","Encanto, Peru",-13.81667,-74,1,1
1166,1166001,1966,10,14,Ankoko Island,"Ankoko Island, Venezuela",6.716667,-61.13334,3,1
1168,1168001,1922,2,-9,Honduran-Nicaraguan border,"Jalapa, Nicaragua",13.91667,-86.13333,4,1
1169,1169001,1927,10,-9,Honduran-Guatemalan border,"San Pedro, Honduras",15.1,-86.11667,4,1
1170,1170001,1929,3,-9,.,NIC-HON border,14.01,-85.372,4,1
1171,1171001,1935,8,28,Guatemalan-Salvadoran border,"Ahuachapan, El Sal",13.91667,-89.85,4,1
1172,1172001,1969,1,28,Timoteo Dominguez Key,"Timoteo Dominguez Key, Uruguay",-34.17611,-58.22306,1,1
1173,1173001,1957,4,19,Nicaragua-Honduran border,"Jalapa, Nicaragua",13.91667,-86.13333,4,1
1174,1174001,1900,9,17,Colombian Venezuelan border,"Culebra, Col",11.15,-74.11667,4,1
1175,1175001,1917,2,19,Motagua River area,Rio Motagua,15.73333,-88.23333,4,1
1176,1176001,1920,3,-9,Salvadoran-Honduran border,"La Esperanza, Honduras",14.78333,-88.16666,4,1
1177,1177001,1919,3,-9,"Nikolaevek, North Sakhalin Island","Sakhalin, Russia",73.51667,80.46667,3,1
1178,1178001,1902,6,19,Acre,"Acre, Brazil",-9,-70,3,1
1179,1179001,1906,1,-9,Rio Pilcomayo,"Rio Pilcomayo, Bolivia",-19.38333,-65.88333,4,1
1180,1180001,1910,11,19,Manuripi region,"Manuripi, Bolivia",-11.33333,-67.5,3,1
1181,1181001,1911,5,-9,Tacna Arica border,"Tacna, Peru",-17.83333,-70.5,1,1
1182,1182001,1918,11,-9,Chaco Boreal,"Asuncion, Paraguay",-25.26667,-57.66667,3,1
1183,1183001,1922,9,-9,Chaco Boreal,"Chaco Boreal, Paraguay",-23,-60,3,1
1184,1184001,1920,7,15,.,md pt on CHL-BOL border,-20.66,-68.35,4,1
1187,1187001,1962,3,22,Lauca River,"Lauca River, Chile",-19.16667,-68.16666,4,1
1189,1189001,1975,11,-9,Brazil-Guyana border,"Raad, Guyana",2.616667,-59.9,4,1
1190,1190001,1976,7,13,Honduran-Salvadoran border,"Sensuntepeque, El Salvador",13.86667,-88.63333,4,1
1191,1191001,1976,9,11,Chile Peru border,"Tacna, Peru",-18.00556,-70.24834,4,1
1193,1193001,1954,4,-9,.,md pt of NIC-COS border,11.007,-84.56,4,1
1195,1195001,1918,7,2,Nicaraguan-Honduran border,"Danli, Honduras",14.03333,-86.58334,4,1
1196,1196001,1913,12,24,San Andry Providencia Islands,"Isla de Providencia, Col",13.35,-81.36667,3,1
1197,1197001,1943,9,1,Mongolia/Sinking border,Ulaanbaatar,47.91667,106.9167,5,1
1200,1200001,1973,2,10,Islamabad,"Islamabad, Pakistan",33.7,73.16666,1,1
1202,1202001,1907,1,5,.,NIC-HON border,14.01,-85.372,4,1
1204,1204001,1907,6,11,.,off coast of HON,13.17,-87.53,3,1
1205,1205001,1906,3,-9,.,gua-sal border,14.173,-89.519,4,1
1206,1206001,1969,6,24,Salvadoran-Honduras border,"La Virtud, Honduras",14.05,-88.7,4,1
1207,1207001,1912,4,2,Haitian-Dominican border,"Banica, DR",19.08333,-71.7,4,1
1208,1208001,1959,12,26,Apipe Grande Island in Parani River,"Apipe Island, Argentina",-27.5,-56.9,3,1
1209,1209001,1962,5,15,Pilcomayo river,"Pilcomayo, Bolivia",-19.38333,-65.88333,4,1
1211,1211001,1935,8,21,Chaco Boreal,"Chaco Boreal, Paraguay",-23,-60,3,1
1213,1213001,1964,3,19,.,VIE-CAM,11.96,106.7,4,1
1214,1214001,1956,2,-9,"Islands near Camb, S Vietnam border","Kampot, Cambodia",12.11667,104.9667,4,1
1215,1215001,1958,5,30,Parrots Beak,"Parrots Beak, cambodia",10.92583,106.1011,3,1
1216,1216001,1965,12,26,.,VIE-CAM,11.96,106.7,4,1
1217,1217001,1967,2,5,.,VIE-CAM,11.96,106.7,4,1
1219,1219001,1919,1,1,USSR-Polish border,"Brest, Byelorussia",52.1,23.7,4,1
1225,1225001,1953,11,-9,Preah Vihear,"Preah Vihear, Cambodia",14.4,104.6833,1,1
1226,1226001,1958,8,5,Preah Vihear,"Preah Vihear, Cambodia",14.4,104.6833,1,1
1227,1227001,1961,6,18,Preah Vihear,"Preah Vihear, Cambodia",14.4,104.6833,1,1
1228,1228001,1962,6,15,Preah Vihear,"Preah Vihear, Cambodia",14.4,104.6833,1,1
1229,1229001,1964,4,14,Preah Vihear,"Preah Vihear, Cambodia",14.4,104.6833,1,1
1230,1230001,1967,6,22,Preah Vihear,"Preah Vihear, Cambodia",14.4,104.6833,1,1
1231,1231001,1975,5,29,"Border, Gulf of Thailand",Gulf of Thailand,10,102,3,1
1232,1232001,1976,8,2,.,CAM-THI,14.18,103.12,4,1
1233,1233001,1921,8,28,Burgenland,"Burgenland, Austria",47.5,16.41667,1,1
1235,1235001,1921,8,6,Northern Albania,Shkoder,42.0675,19.51306,3,1
1238,1238001,1947,9,26,Kashmir,Kashmir,34.56667,74.75,3,1
1240,1240001,1923,6,18,Yugoslavia/Bulgaria border,"Trn, Bulgaria",42.83528,22.65167,4,1
1241,1241001,1925,10,21,Greece/Bulgaria border,"Zlatograd, Bulgaria",41.38334,25.1,4,1
1243,1243001,1938,3,10,Poland/Lithuania border,"Kaliningrad, Russia",54.71,20.5,4,1
1244,1244001,1938,4,24,Teschen region,"Teschen, Poland",49.76667,18.6,1,1
1245,1245001,1938,9,24,Border,HUN-YUG border,45.71,18.42778,4,1
1246,1246001,1938,10,13,Slovakia,Bratislava,48.15,17.11667,5,1
1247,1247001,1939,3,15,Carpatho-Ukraine,"Lvov, Ukraine",49.83333,24,3,1
1249,1249001,1909,8,-9,Karapathois Island Crete,"Karpathos, Greece",35.5,27.23333,3,1
1250,1250001,1912,9,3,.,tur-bul border,41.47,26.9,4,1
1251,1251001,1913,4,18,.,yug-bul border,43.47,22.66,4,1
1255,1255001,1915,6,12,Border,yug-alb border,42.02472,20.61611,4,1
1257,1257001,1918,1,2,Bessarabia,"Bessarabia, Moldova",47,28.5,1,1
1262,1262001,1918,9,15,.,albania,41.15,20.25,5,1
1263,1263001,1918,11,-9,border,rom-yug border,44.6675,21.92389,4,1
1265,1265001,1919,3,20,.,hungary,47.19,19.51,5,1
1268,1268001,1919,1,23,Teschen,"Teschen, Poland",49.76667,18.6,1,1
1269,1269001,1919,3,15,.,latvia,56.99,25.08,5,1
1270,1270001,1919,5,4,Western Turkey,Gallipoli,40.4,26.66667,3,1
1272,1272001,1920,7,15,.,lit-pol border,54.33,25.8,4,1
1273,1273001,1921,3,15,Upper Silesia,"Upper Silesia, Poland",50.16667,18.83333,3,1
1274,1274001,1908,10,5,Bulgaria,Sofia,42.68333,23.31667,5,1
1278,1278001,1958,1,-9,Aegean See,Aegean See,39,25,5,1
1279,1279001,1963,12,25,Cyprus,Nicosia,35.16667,33.36666,5,1
1280,1280001,1967,11,16,.,cyprus,35.06,33.41,5,1
1284,1284001,1948,8,1,Greece-Albania border,"Leskovik, Albania",40.14917,20.5975,4,1
1285,1285001,1949,8,8,Southern Albania,Gjirokaster,40.07278,20.13694,3,1
1286,1286001,1949,8,13,.,yug-rom border,44.96,21.74,4,1
1289,1289001,1976,6,3,Aegean Sea,Aegean Sea,39,25,5,1
1290,1290001,1975,1,8,Cyprus,Nicosia,35.16667,33.36666,5,1
1292,1292001,1974,3,29,Aegean Sea,Aegean Sea,39,25,5,1
1293,1293001,1974,7,15,.,cyprus,35.06,33.41,5,1
1295,1295001,1952,7,26,"Greek Islands, Alpha and Gamma","Athens, Greece",37.98333,23.73333,3,1
1300,1300001,1955,5,7,"Nekowal,Kashmir",Kashmir,34.8,72.15,3,1
1301,1301001,1956,2,17,"Rann of Kutch, Chhad Bet Island","Rann of Kachchh, India",24.04583,69.57972,3,1
1302,1302001,1958,3,11,Assam,"Assam, India",26,93,3,1
1303,1303001,1960,9,23,Northwest Frontier Province,Northwest Frontier Province,34.5,72,3,1
1304,1304001,1961,5,19,Northwest Frontier Province,Northwest Frontier Province,34.5,72,3,1
1305,1305001,1955,3,29,Northwest Frontier Province,Northwest Frontier Province,34.5,72,3,1
1306,1306001,1950,6,17,Northwest Frontier Province,"Northwest Frontier Province, Pakistan",34.5,72,3,1
1307,1307001,1949,3,-9,Northwest Frontier Province,"Northwest Frontier Province, Pakistan",34.5,72,3,1
1308,1308001,1950,2,23,Kashmir,Kashmir,34.56667,74.75,3,1
1309,1309001,1961,6,8,Kashmir,Kashmir,25.7,58.88334,3,1
1310,1310001,1962,9,18,"Tripura, assam","Tripura, India",24,92,3,1
1312,1312001,1965,3,5,Jammu and Kashmir,"Jammu, Pakistan",30.11667,73.85,3,1
1315,1315001,1965,9,23,Kashmir,"Kashmir, pakistan",31.34222,74.36528,3,1
1316,1316001,1964,8,-9,Tripura,"Tripura, India",24,92,3,1
1317,1317001,1963,7,-9,"Dumabari, Lachar-Sylhet(Tripura)","Tripura, India",24,92,3,1
1319,1319001,1965,2,15,Zairean Uganda border,"Gety, DRC",1.216667,30.2,4,1
1321,1321001,1960,7,5,Congo-Zaire border,"Kinshasa, DRC",-4.329722,15.315,4,1
1322,1322001,1966,8,8,"Quaddai District, Chad-Sudan border","Tundubai, Sudan",14.8,22.76667,3,1
1323,1323001,1969,1,1,CAR-Chadian border,"Gondey, Chad",9.15,19.31667,4,1
1325,1325001,1969,7,10,Zaire/Congo border,"Kinshasa, DRC",-4.329722,15.315,4,1
1326,1326001,1969,6,9,Cabinda (Angola),Cabinda,-5,12.5,1,1
1328,1328001,1965,1,-9,congo-zaire border,mid pt on border,-2.058056,16.33945,4,1
1329,1329001,1963,8,15,congo-zaire border,mid pt on border,-2.058056,16.33945,4,1
1331,1331001,1975,10,27,.,mor-alg border by med sea,35.04,-1.99,4,1
1332,1332001,1967,11,1,Angolan-Katangese border,"Luau, Angola",-10.7,22.23333,4,1
1333,1333001,1976,8,6,botswana-zimbabwe border,"Maitengwe, Botswana",-20,27.16667,4,1
1334,1334001,1975,10,11,Botswana,Gaborone,-24.64639,25.91195,5,1
1335,1335001,1969,3,-9,Botswana-Rhodesia border,"Maitengwe, Botswana",-20,27.16667,4,1
1337,1337001,1976,9,9,Aouzou Strip,"Aozou, Chad",21.81667,17.41667,3,1
1339,1339001,1976,11,16,gab-cam Border,md pt on border,2.168889,11.9725,4,1
1340,1340001,1972,6,-9,Mbanie and Locotiers islands,"owendo, gabon",0.3213889,9.537222,3,1
1342,1342001,1973,5,4,Mozambican-Malawian border,"Milange, Mozambique",-16.09861,35.77,4,1
1343,1343001,1967,10,9,Kashmir,"Kashmir, pakistan",31.34222,74.36528,3,1
1344,1344001,1953,2,3,Waters between Japan and S Korea,"Tsushima, Japan",34,129.5,4,1
1345,1345001,1954,7,30,Takeshima Islands,"Takeshima, Japan",35.3,136.1833,3,1
1346,1346001,1955,8,3,waters between s.Korea Japan,"Tsushima, Japan",34,129.5,4,1
1347,1347001,1958,1,1,Waters between Japan and S Korea,"Tsushima, Japan",34,129.5,4,1
1349,1349001,1961,1,13,Sea of Japan,Sea of Japan,43.5,135.75,5,1
1350,1350001,1958,12,5,Laos,"Viangchan, Laos",17.96667,102.6,5,1
1351,1351001,1966,3,16,.,mid pt on IVO-GUI border,8.684,-7.532,4,1
1352,1352001,1967,2,17,Ivorian-Guinean coastal waters,"Sassandra, Ivory Coast",7.7,-7.066667,4,1
1353,1353001,1962,1,6,.,mid pt on LAO-VIE border,18.49,105.26,4,1
1360,1360001,1969,3,28,Eastern Cambodia,"Chbar, Cambodia",12.76667,107.1667,3,1
1361,1361001,1964,1,22,burundi-rwanda border,mid pt on border,-2.575556,29.96917,4,1
1362,1362001,1973,3,15,.,meeting pt of RWA-BUI-TAZ border,-2.468,30.667,2,1
1363,1363001,1960,12,16,.,LAO northern border,21.289,101.846,4,1
1364,1364001,1972,4,14,Tanzanian-Mozambican border,"Chamba, Tanzania",-11.58333,36.96667,4,1
1366,1366001,1965,5,15,Kenyan-Ugandan border,"Moroto, Uganda",2.533333,34.65,4,1
1367,1367001,1973,2,13,Ugandan-Kenyan border,"Kongelai, Kenya",1.466667,35.01667,4,1
1368,1368001,1976,2,18,Ugandan-Kenyan border,"Moroto, Uganda",2.533333,34.65,4,1
1369,1369001,1959,8,29,Burma near border,Rangoon,16.78333,96.16666,4,1
1374,1374001,1950,1,-9,Shan State of Kengtung,Kentung,21.28333,99.6,3,1
1376,1376001,1975,7,7,Thai/Laos boader,Viangchan,17.96667,102.6,4,1
1377,1377001,1976,7,5,"Entebbe airport, Uganda","Entebbe Airport, Uganda",0.0575,32.46722,1,1
1378,1378001,1967,3,1,.,meeting pt of KEN-ETH-SOM,3.841,41.971,2,1
1379,1379001,1964,8,9,.,PRK-KOR border,38.27,127.3,4,1
1380,1380001,1971,1,27,Kagera Salient,"Kagera River, Tanzania",-0.95,31.78333,4,1
1381,1381001,1972,9,18,.,md pt TAZ-UGA border,-1.121,32.144,4,1
1382,1382001,1974,7,14,.,md pt TAZ-UGA border,-1.121,32.144,4,1
1384,1384001,1974,7,10,Senegalese-Gambian border,"Banjul, Gambia",13.45306,-16.5775,4,1
1385,1385001,1969,11,25,.,md pt of guinea-bissau-sen border,12.654,-14.933,4,1
1386,1386001,1973,1,20,Guinea-Port Guinea border,"Cacine, Guinea-Bissau",11.11667,-15.01667,4,1
1387,1387001,1961,12,-9,Guinean-Senegalese border,"Wassadou, Senegal",13.23333,-13.81667,4,1
1388,1388001,1963,4,8,Senegal-Port.Guinea,"Dalaba, Senegal",13.33333,-11.78333,4,1
1389,1389001,1972,5,26,Senegal-Port.Guinea border,"Koukany, Senegal",12.93333,-14.08333,4,1
1390,1390001,1972,12,24,Zambian-Mozambican border,"Nyanje, Zambia",-14.4,31.8,4,1
1391,1391001,1971,3,3,Zambian-Mozambican border,"Nyanje, Zambia",-14.4,31.8,4,1
1392,1392001,1966,5,18,Zambia/Angola border,"Mussuma, Angola",-14.2,21.91667,4,1
1396,1396001,1974,10,1,.,zim-zam border,-17.006,27.794,4,1
1397,1397001,1973,1,9,.,zim-zam border,-17.006,27.794,4,1
1398,1398001,1971,10,4,Caprivi strip,"Caprivi Strip, Namibia",-18,23,3,1
1399,1399001,1969,3,23,Caprivi Strip,"Caprivi Strip, Namibia",-18,23,3,1
1400,1400001,1968,4,6,Zambia,Lusaka,-15.41667,28.28333,5,1
1401,1401001,1966,10,14,Caprivi Strip,"Caprivi Strip, Namibia",-18,23,3,1
1403,1403001,1968,5,14,Sudan/Uganda border,"Nimule, Sudan",3.6,32.05,4,1
1404,1404001,1971,12,15,Sudan/Uganda border,"Nimule, Uganda",3.6,32.05,4,1
1406,1406001,1969,3,1,Santa Isabel and Bata,"bata, eq guinea",2.025278,9.825,1,1
1407,1407001,1963,12,2,Beninois-Nigerian border,mid pt on border,9.0475,2.889444,4,1
1408,1408001,1966,10,29,Ghana and Guinea,"Accra, Ghana",5.55,-0.2166667,5,1
1409,1409001,1966,3,10,from guinea to Ghana,"Yamoussoukro, Ivory Coast",6.816667,-5.283333,4,1
1410,1410001,1962,7,23,Mauritanian-Malian border,"Nioro, Mali",15.23333,-9.583333,4,1
1411,1411001,1974,11,-9,Malian-Burkinabe border,"Kiri, Mali",13.53333,-4.1,3,1
1415,1415001,1975,4,7,"Luanda, Angola","Luanda, Angola",-8.838333,13.23444,1,1
1417,1417001,1961,11,-9,Togolese-Ghanan border,"Lome, Togo",6.131945,1.222778,4,1
1418,1418001,1962,12,7,togo-ghana Border,"Jasikan, Ghana",7.4,0.4666667,4,1
1419,1419001,1965,1,16,Togolese Ghanian border,"Jasikan, Ghana",7.4,0.4666667,4,1
1421,1421001,1961,1,20,Ogaden,"Ogaden, Ethiopia",8,44,2,1
1422,1422001,1967,7,2,Ethiopean-Sudanese frontier,"Famaka, Sudan",11.3,34.73333,4,1
1423,1423001,1960,8,14,"Aiscia, Ogaden","Ogaden, Ethiopia",8,44,5,1
1425,1425001,1963,11,16,Ogaden,"Ogaden, Ethiopia",8,44,2,1
1426,1426001,1963,12,29,Northwest Frontier Province,"NWFP, Pakistan",34.5,72,3,1
1427,1427001,1974,5,26,Ogaden,"Ogaden, Ethiopia",8,44,2,1
1428,1428001,1975,12,14,Ogaden,"Ogaden, Ethiopia",8,44,2,1
1430,1430001,1975,10,9,.,moz-zim border,-19.18,32.93,4,1
1435,1435001,1975,4,18,Cambodia,Phnom Penh,11.55,104.85,5,1
1446,1446001,1974,2,3,Northwest Frontier Province,"NWFP, Pakistan",34.5,72,3,1
1447,1447001,1971,4,7,"Bangladesh, Kashmir",Dhaka,23.72305,9.408611,5,1
1448,1448001,1954,5,2,.,taiwan straits,24.61,119.9,5,1
1449,1449001,1969,6,16,nepal-india border,mid pt of border,27.37056,84.46972,4,1
1450,1450001,1975,8,-9,East TImor,"Baukau, Timor",-8.471111,126.4583,3,1
1462,1462001,1968,10,26,Susta region,"Susta, Latvia",56.46667,21.33333,3,1
1463,1463001,1965,12,1,nepal-india border,mid pt of border,27.37056,84.46972,4,1
1466,1466001,1962,4,-9,.,IND-NEP border,27.51,84.29,4,1
1467,1467001,1964,3,4,Kashmir,Kashmir,31.34222,74.36528,3,1
1469,1469001,1976,4,19,bang-india border,mid pt of border,25.11722,90.5825,4,1
1472,1472001,1975,2,15,.,PRK-KOR border,38.27,127.3,4,1
1477,1477001,1918,2,24,Aland Islands,"Aland, Finland",60.25,20,3,1
1480,1480001,1967,6,26,.,ISR-EGY border,30.363,34.706,4,1
1481,1481001,1974,11,24,North Sea off Iceland,"Hvalnes, Iceland",64.4,-14.55,4,1
1482,1482001,1865,2,-9,.,chile,-38.15,-72.04,5,1
1486,1486001,1884,12,4,"Seoul, Korea",Seoul,37.56639,126.9997,1,1
1488,1488001,1885,10,-9,.,korea,38.68,127.45,5,1
1489,1489001,1874,4,17,Formosa,"Formosa, Brazil",-23.78333,-45.35,1,1
1490,1490001,1894,6,5,.,peru,-16.7,-70.25,5,1
1493,1493001,1849,5,-9,Venezuelan Coast,Caracas,9.083333,-69.83334,4,1
1494,1494001,1854,12,12,"Aves Island, Venezuela",Aves Island,15.7,-63.63334,3,1
1495,1495001,1856,3,-9,"Aves Island, Venezuela",Aves Island,15.7,-63.63334,3,1
1496,1496001,1857,8,20,Mejillones,"Mejillones, Chile",-23.1,-70.45,1,1
1497,1497001,1869,2,-9,Venezuelan Coast,Caracas,10.5,-66.91666,4,1
1500,1500001,1857,8,20,.,chile-bol border,-26.78,-69.44,4,1
1501,1501001,1861,5,-9,Coblja,"Cobija, Bolivia",-11.03333,-68.73333,1,1
1502,1502001,1863,2,-9,"Mejillones, Chile",Mejillones,-23.1,-70.45,1,1
1503,1503001,1872,8,-9,"Antofagasta, Chile",Antofagasta,-23.65,-70.4,1,1
1507,1507001,1843,9,21,Magellan Straits,"Magellan, Chile",-54,-71,4,1
1508,1508001,1873,3,15,Santa Cruz,"Santa Cruz, Argentina",-49,-70,1,1
1509,1509001,1877,9,-9,"Santa Cruz, Argentina","Santa Cruz, Argentina",-49,-70,1,1
1510,1510001,1878,10,15,Santa Cruz River,"Santa Cruz, Argentina",-49,-70,3,1
1511,1511001,1879,5,-9,"North of Rio Gallegos, Argentina",Rio Gallegos,-51.6,-68.98333,2,1
1512,1512001,1891,12,-9,Valaparaiso Chile,Valparaiso,-33.04778,-71.60111,1,1
1513,1513001,1897,10,-9,"Puna de Atacama, Argentina",Puna de Atacama,-25,-67,1,1
1515,1515001,1884,3,1,Chile Peru border,mid pt of border,-18.28722,-69.83472,4,1
1516,1516001,1884,3,-9,Peru Bolivian border,"La Paz, Bolivia",-16.5,-68.15,4,1
1518,1518001,1878,11,8,.,chile-bol border,-26.78,-69.44,4,1
1519,1519001,1863,8,-9,colombia-ecuador Border Area,mid pt of border,0.3688889,-77.22056,4,1
1520,1520001,1862,6,19,"Ibarra, Ecuador",Ibarra,-0.3,-78.55,1,1
1521,1521001,1857,11,-9,"Near Aguarico, Colombia","border w Aguarico, ECU",0.25,-76.26972,2,1
1522,1522001,1856,6,25,Panama,Panama City,8.966666,-79.53333,5,1
1523,1523001,1852,3,-9,.,col-per border,-3.94,-69.885,4,1
1524,1524001,1834,2,-9,Off Columbia,"Barranquilla, Colombia",5.15,-73.88333,4,1
1525,1525001,1868,8,20,Rio de la Plata,"Rio de la Plata, Mexico",20.55,-104.8333,4,1
1526,1526001,1873,9,29,"Paraguay, Chaco Boreal","Chaco Boreal, Paraguay",-23,-60,3,1
1527,1527001,1872,3,22,Paraguay,"Asuncion, Paraguay",-25.26667,-57.66667,5,1
1528,1528001,1851,4,-9,Uruguay,Montevideo,-34.85806,-56.17083,5,1
1529,1529001,1891,2,21,Haiti,Port-au-Prince,18.53917,-72.335,5,1
1530,1530001,1888,10,16,"Port of St.Marc, Port au Prince",Port-au-Prince,18.53917,-72.335,1,1
1531,1531001,1882,2,27,"Port-au-Prince, Haiti",Port-au-Prince,18.53917,-72.335,1,1
1532,1532001,1869,11,-9,Dominican Republic,Puerta Plata,19.8,-70.68333,5,1
1533,1533001,1876,2,-9,Guatemalan-Salvadoran border,"Ahuachapan, El Sal",13.91667,-89.85,4,1
1534,1534001,1890,6,23,Guatemalan-Salvadoran border,"Ahuachapan, El Sal",13.91667,-89.85,4,1
1535,1535001,1885,2,28,.,gua-sal border,14.173,-89.519,4,1
1540,1540001,1840,12,5,"Douro river, Portugal",Oporto,41.15,-8.616667,4,1
1541,1541001,1893,9,-9,Texas border,"Ciudad Acuna, Mexico",29.3,-100.9167,4,1
1542,1542001,1886,6,30,"Tampico, Mexico",Tampico,21.66667,-98.65,1,1
1543,1543001,1880,2,-9,Rio Grande,"Rio Grande, Bolivia",-21.73333,-65.81667,4,1
1544,1544001,1876,5,16,Texas-Mexican border,"Ciudad Acuna, Mexico",29.3,-100.9167,4,1
1545,1545001,1875,4,20,"Las Cuevas, Trinidad and Tobago",Las Cuevas,10.78333,-61.38334,1,1
1547,1547001,1873,5,6,Remolina,"Remolinos, Mexico",17.65,-94.21667,1,1
1548,1548001,1859,11,21,Rio Grande,"Rio Grande, Brazil",-20.33333,-51.28333,4,1
1549,1549001,1860,3,2,"Vera Cruz, Mexico",Veracruz,31.44722,-112.3581,1,1
1550,1550001,1855,10,-9,Texas-Mexico border,"Ciudad Acuna, Mexico",29.3,-100.9167,4,1
1551,1551001,1850,11,-9,"Yucatan, Mexico",Yucatan Peninsula,19.5,-89,3,1
1552,1552001,1843,8,23,Texas,"Austin, USA",30.28333,-97.73333,3,1
1553,1553001,1838,4,-9,Gulf of Mexico,Center of Gulf,25,-90,5,1
1554,1554001,1836,12,-9,"Veracruz, Brasos de Santiago",Veracruz,31.44722,-112.3581,1,1
1555,1555001,1836,4,4,Texas,"Austin, USA",30.28333,-97.73333,3,1
1556,1556001,1839,3,-9,Gulf of Mexico,Center of Gulf,25,-90,5,1
1557,1557001,1898,1,3,Cuba,Havana,23.13194,-82.36417,5,1
1558,1558001,1896,12,7,Cuba,Havana,23.13194,-82.36417,5,1
1559,1559001,1875,12,7,Caribbean Sea,mid pt of Caribbean Sea,14.94,-73.37805,5,1
1563,1563001,1864,4,14,.,peru,-16.7,-70.25,5,1
1564,1564001,1855,3,7,Cuba,Havana,23.13194,-82.36417,5,1
1565,1565001,1854,2,28,Cuba,Havana,23.13194,-82.36417,5,1
1566,1566001,1850,6,-9,Cuba,Havana,23.13194,-82.36417,5,1
1567,1567001,1818,3,15,Florida,center pt of FL,28.03417,-81.5375,3,1
1569,1569001,1896,12,-9,Crete,"Iraklion, Greece",37.8,22.71667,5,1
1571,1571001,1882,3,-9,Karalih,"Karalli, Turkey",40.3,33.88334,1,1
1573,1573001,1878,1,7,Thessaly,Thessalia,39.5,22,3,1
1574,1574001,1877,2,-9,Thessally,Thessalia,39.5,22,3,1
1575,1575001,1868,11,19,Crete,"Iraklion, Greece",37.8,22.71667,5,1
1576,1576001,1866,10,-9,Thessaly,Thessalia,39.5,22,3,1
1579,1579001,1829,9,24,Petra Greece,Petra,38.73333,21.65,1,1
1580,1580001,1859,10,16,Northern Morocco,Tangier,35.78472,-5.812778,3,1
1581,1581001,1893,10,2,Near Melilla in Morocco,"Melilla, Spain",35.31667,-2.95,2,1
1586,1586001,1846,1,1,"Parana River, Corrientes","Corrientes, Argentina",-27.46667,-58.83333,4,1
1587,1587001,1850,9,-9,Rio Paraguay,"Asuncion, Paraguay",-25.26667,-57.66667,4,1
1588,1588001,1855,1,-9,"Salinas, Rio Paraguay","Asuncion, Paraguay",-25.26667,-57.66667,4,1
1589,1589001,1862,4,-9,"Humaita, Rio Paraguay","Humaita, Paraguay",-27.05,-58.55,1,1
1590,1590001,1863,8,-9,.,bra-par border,-23.65,-55.17,4,1
1593,1593001,1858,5,-9,Gulf of Guayaquil,"Port of Guayaquil, Ecuador",-2.283333,-79.9,2,1
1594,1594001,1859,4,-9,"Guayaquil, Ecuador","Guayaquil, Ecuador",-2.166667,-79.9,1,1
1596,1596001,1893,9,-9,Oriente,"Oriente, Ecuador",-2,-77,1,1
